MSZoning,LotFrontage,LotArea,Street,Alley,Utilities,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolQC,Fence,MiscFeature,SalePrice
RM,60.0,5586,Pave,,AllPub,6,7,0.0,TA,TA,TA,No,901,Gd,Y,1088,110,1198,0,1,4,1,TA,7,0,,0,0,,0,98,0,,MnPrv,,79900
RM,24.0,1920,Pave,,AllPub,5,5,376.0,TA,TA,TA,No,765,Ex,Y,765,600,1365,1,1,2,1,TA,6,0,,2,440,TA,240,36,0,,,,122500
RL,100.0,10839,Pave,,AllPub,6,5,0.0,TA,TA,Gd,No,926,Ex,Y,926,678,1604,0,2,3,1,TA,7,1,TA,2,470,TA,0,36,0,,,,181000
RM,21.0,1890,Pave,,AllPub,4,7,0.0,TA,Gd,Gd,Av,630,Gd,Y,630,0,630,1,1,1,1,TA,3,0,,0,0,,88,0,0,,,,81000
RL,43.0,10667,Pave,,AllPub,7,6,0.0,Gd,TA,Gd,Av,799,Ex,Y,827,834,1661,1,2,3,1,Gd,6,1,TA,2,550,TA,158,61,0,,,,212000
RM,40.0,4400,Pave,,AllPub,6,8,0.0,TA,TA,Fa,No,648,TA,Y,734,384,1118,0,1,2,1,TA,6,0,,2,440,TA,0,0,0,,,,116000
RM,50.0,6000,Pave,,AllPub,6,7,0.0,Gd,TA,TA,No,884,Gd,Y,904,0,904,0,1,2,1,TA,4,0,,1,180,TA,0,0,0,,,,119000
RL,40.0,4280,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,440,TA,N,694,0,694,0,1,2,1,Gd,4,1,Gd,1,352,Gd,0,0,0,,MnPrv,,90350
RL,67.0,12354,Pave,Grvl,AllPub,6,8,0.0,TA,TA,TA,Mn,684,Gd,Y,684,512,1196,0,1,3,1,Gd,7,0,,2,528,TA,0,46,0,,GdPrv,Shed,110000
RL,105.0,15431,Pave,,AllPub,10,5,200.0,Ex,TA,Ex,Gd,3094,Ex,Y,2402,0,2402,1,2,2,1,Ex,10,2,Gd,3,672,TA,0,72,170,,,,555000
RL,92.0,12108,Pave,,AllPub,4,4,270.0,TA,TA,TA,No,1440,TA,N,1440,0,1440,0,2,4,2,Fa,8,0,,0,0,,0,0,0,,,,118000
RM,52.0,6240,Pave,,AllPub,5,7,0.0,TA,TA,TA,No,1078,TA,Y,1128,445,1573,0,2,3,1,TA,8,1,Gd,2,360,TA,0,0,0,,,,162900
RL,53.0,3922,Pave,,AllPub,7,5,72.0,Gd,TA,Ex,Av,1258,Ex,Y,1258,0,1258,0,2,2,1,Gd,6,1,Gd,3,648,TA,144,16,0,,,,172500
RL,70.0,8750,Pave,,AllPub,7,5,0.0,Gd,Gd,Gd,No,915,Ex,Y,933,975,1908,1,2,4,1,Gd,8,1,TA,2,493,TA,144,133,0,,,,210000
RL,73.0,9855,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,1436,Fa,Y,1689,0,1689,0,1,3,1,TA,7,1,Gd,2,480,TA,0,0,0,,MnPrv,,127500
RL,137.0,16492,Pave,,AllPub,6,6,0.0,Gd,TA,TA,No,1517,Ex,Y,1888,0,1888,0,2,2,1,Gd,6,1,Gd,2,578,TA,0,0,0,,,,190000
RL,,11214,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,930,Gd,Y,956,930,1886,0,2,4,1,Gd,10,1,TA,2,431,TA,89,0,0,,,,199900
RM,50.0,8600,Pave,,AllPub,6,6,0.0,TA,TA,TA,No,780,TA,Y,780,596,1376,0,2,3,1,TA,7,1,Gd,1,198,TA,0,0,0,,,,119500
RM,50.0,6000,Pave,,AllPub,3,7,0.0,TA,Gd,TA,No,649,Ex,Y,679,504,1183,0,1,2,1,TA,6,0,,1,308,TA,0,176,0,,,,120000
RM,70.0,5684,Pave,,AllPub,6,8,0.0,TA,TA,TA,No,813,Ex,Y,813,0,813,0,1,2,1,Gd,5,0,,1,270,Fa,0,113,0,,,,110000
RL,62.0,70761,Pave,,AllPub,7,5,0.0,TA,TA,Gd,Gd,1533,TA,Y,1533,0,1533,1,2,2,1,Gd,5,2,TA,2,576,TA,200,54,0,,,,280000
RL,,9303,Pave,,AllPub,6,5,42.0,Gd,TA,Ex,No,872,Ex,Y,888,868,1756,1,2,3,1,TA,7,0,,2,422,TA,144,122,0,,,,204000
FV,75.0,9000,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,768,Ex,Y,786,804,1590,0,2,3,1,Gd,6,0,,2,676,TA,0,30,0,,,,210000
RL,63.0,9297,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,1728,TA,Y,1728,0,1728,2,2,4,2,TA,8,0,,2,560,TA,0,0,0,,,,188000
RL,80.0,9600,Pave,,AllPub,7,6,320.0,TA,TA,TA,No,1242,Fa,Y,1242,0,1242,0,1,3,1,TA,6,1,TA,2,528,TA,0,0,0,,,,175500
RM,34.0,4571,Pave,Grvl,AllPub,5,5,0.0,TA,TA,TA,No,624,Fa,N,624,720,1344,0,1,4,1,TA,7,0,,3,513,Fa,0,0,0,,,,98000
RL,,53227,Pave,,AllPub,4,6,0.0,TA,TA,Gd,Gd,1364,Ex,Y,1663,0,1663,1,1,2,1,Gd,6,2,Gd,2,529,TA,224,137,0,,,,256000
RM,,5100,Pave,Grvl,AllPub,8,7,0.0,TA,Gd,TA,No,588,Fa,Y,833,833,1666,0,1,3,1,Gd,7,1,Gd,1,228,TA,192,63,0,,MnPrv,,161000
RL,,7015,Pave,,AllPub,5,4,161.0,TA,TA,TA,No,709,TA,Y,979,224,1203,1,1,3,1,Gd,5,1,TA,1,352,TA,0,0,0,,,,110000
FV,75.0,8004,Pave,,AllPub,8,5,110.0,Gd,TA,Gd,No,832,Ex,Y,832,1103,1935,1,2,3,1,TA,8,0,,2,552,TA,0,150,0,,,,263435
RL,60.0,7200,Pave,,AllPub,7,9,0.0,Gd,Gd,Gd,No,560,Ex,Y,575,560,1135,1,1,3,1,Gd,6,0,,2,576,TA,256,0,0,,MnPrv,,155000
RL,60.0,8281,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,864,Gd,Y,864,0,864,0,1,3,1,TA,5,1,Po,1,360,TA,0,0,0,,GdWo,,62383
RL,74.0,11988,Pave,,AllPub,6,7,0.0,TA,TA,TA,No,715,Fa,Y,849,811,1660,0,1,3,1,TA,6,1,Gd,1,240,TA,0,0,0,,,,188700
RL,60.0,8430,Pave,,AllPub,5,5,136.0,TA,TA,Gd,No,1040,TA,Y,1040,0,1040,0,2,3,1,TA,5,0,,0,0,,0,0,0,,,,124000
RM,,3072,Pave,,AllPub,7,5,18.0,Gd,TA,Gd,No,1375,Ex,Y,1414,0,1414,0,2,2,1,Gd,6,1,TA,2,398,TA,144,20,0,,,,178740
RL,85.0,10628,Pave,,AllPub,7,5,0.0,TA,Gd,TA,Gd,1277,TA,Y,1277,0,1277,1,1,2,1,TA,5,1,Po,2,526,TA,0,0,176,,GdWo,,167000
RL,79.0,9480,Pave,,AllPub,5,7,224.0,TA,TA,TA,No,728,Ex,Y,888,756,1644,0,1,3,1,Gd,7,2,Gd,1,312,TA,168,0,0,,,,146500
RL,98.0,11428,Pave,,AllPub,8,5,248.0,Gd,TA,Gd,No,1626,Ex,Y,1634,0,1634,0,2,3,1,Gd,7,1,Gd,3,866,TA,0,44,0,,,,250000
RL,76.0,9291,Pave,,AllPub,6,5,120.0,Gd,TA,Gd,No,832,Ex,Y,832,878,1710,0,2,3,1,Gd,7,0,,2,506,TA,144,70,0,,,,187000
RL,,6820,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Av,1488,TA,Y,1502,0,1502,1,1,1,1,Gd,4,0,,2,528,TA,0,54,140,,,,212000
RL,92.0,11952,Pave,,AllPub,7,6,0.0,TA,TA,Gd,No,808,TA,Y,1161,808,1969,0,2,3,1,TA,8,1,Gd,2,534,TA,0,0,276,,,,190000
RM,35.0,3675,Pave,,AllPub,6,5,80.0,TA,TA,Gd,Gd,547,Ex,Y,1072,0,1072,1,1,2,1,TA,5,0,,2,525,TA,0,28,0,,,,148000
RL,110.0,14977,Pave,,AllPub,8,5,304.0,Gd,TA,Ex,Gd,1976,Ex,Y,1976,0,1976,1,2,2,1,Gd,7,1,Ex,3,908,TA,250,63,0,,,,440000
RL,41.0,5330,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Av,1494,Ex,Y,1652,0,1652,1,2,2,1,Ex,6,0,,2,499,TA,96,48,0,,,,251000
RL,80.0,8480,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,970,TA,Y,970,0,970,1,1,2,1,TA,5,0,,2,624,TA,0,24,192,,,,132500
RL,75.0,13125,Pave,,AllPub,6,5,215.0,TA,TA,Gd,Gd,1478,Ex,Y,1493,0,1493,1,2,3,1,Gd,7,1,TA,2,508,TA,140,39,0,,,,208900
RL,105.0,13693,Pave,,AllPub,9,5,772.0,Ex,TA,Gd,Av,2153,Ex,Y,2069,574,2643,0,2,3,1,Ex,9,1,Gd,3,694,TA,414,84,0,,,,380000
RL,79.0,10637,Pave,,AllPub,8,5,336.0,Gd,TA,Ex,Gd,1705,Ex,Y,1718,0,1718,1,2,3,1,Gd,7,1,Gd,3,826,TA,208,44,0,,,,297000
RM,50.0,5925,Pave,,AllPub,4,7,435.0,TA,TA,Fa,No,907,TA,Y,1131,0,1131,0,1,2,1,TA,7,0,,2,672,TA,0,72,0,,MnPrv,,89471
RL,98.0,16033,Pave,,AllPub,9,5,378.0,Gd,TA,Ex,Gd,1833,Ex,Y,1850,0,1850,1,2,3,1,Gd,8,1,Gd,3,772,TA,519,112,0,,,,326000
RL,72.0,11846,Pave,,AllPub,9,5,562.0,Gd,TA,Ex,Gd,1792,Ex,Y,1792,0,1792,1,2,2,1,Ex,6,1,Gd,3,874,TA,206,49,0,,,,374000
RM,50.0,2500,Pave,Pave,AllPub,7,8,0.0,Gd,TA,TA,No,910,Ex,Y,916,910,1826,1,1,4,1,Ex,7,1,Gd,1,164,Fa,0,0,0,,,,155000
RM,32.0,4500,Pave,,AllPub,6,5,116.0,TA,TA,Ex,No,1216,Ex,Y,1216,0,1216,1,2,2,1,TA,5,0,,2,402,TA,0,125,0,,,,164000
RL,,7758,Pave,,AllPub,5,7,0.0,TA,Gd,TA,No,999,Gd,Y,999,0,999,1,1,3,1,Gd,6,0,,1,264,TA,0,132,0,,,,132500
RL,80.0,9600,Pave,,AllPub,5,7,0.0,Gd,TA,TA,No,1113,Gd,Y,1113,0,1113,0,1,3,1,Gd,5,1,Gd,1,264,TA,0,80,0,,,,147000
RL,79.0,10289,Pave,,AllPub,5,7,168.0,TA,TA,TA,No,1073,TA,Y,1073,0,1073,1,1,3,1,TA,6,0,,2,515,TA,0,0,0,,,,156000
RL,70.0,12243,Pave,,AllPub,5,6,0.0,TA,TA,Gd,Av,1484,Gd,Y,1484,0,1484,0,2,3,1,TA,7,1,TA,2,487,TA,224,0,180,,,,175000
RL,60.0,10800,Pave,,AllPub,5,4,0.0,TA,Fa,TA,No,954,TA,N,1766,648,2414,0,2,3,2,TA,10,1,Gd,2,520,TA,142,0,0,,,,160000
RM,21.0,1526,Pave,,AllPub,4,8,0.0,TA,Gd,Gd,Av,630,TA,Y,630,0,630,1,1,1,1,Gd,3,0,,1,286,TA,0,0,0,,,,86000
RM,,2665,Pave,,AllPub,5,6,0.0,TA,TA,Gd,Mn,264,TA,Y,616,688,1304,0,1,3,1,TA,4,1,Gd,1,336,TA,141,24,0,,,,115000
RL,79.0,9490,Pave,,AllPub,6,7,0.0,TA,TA,TA,No,806,TA,Y,958,620,1578,1,1,3,1,Fa,5,2,TA,1,240,TA,0,0,0,,MnPrv,,133000
RL,105.0,15578,Pave,,AllPub,6,5,0.0,Gd,TA,Gd,No,728,Gd,Y,728,728,1456,0,2,3,1,TA,8,0,,2,429,TA,0,0,0,,,,172785
RL,70.0,7931,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,1269,TA,Y,1269,0,1269,0,1,3,1,TA,6,1,Fa,1,308,TA,0,0,0,,,,155000
RM,50.0,5784,Pave,,AllPub,5,8,0.0,TA,TA,Fa,No,190,Gd,Y,886,0,886,0,1,2,1,TA,4,0,,1,273,TA,144,20,0,,,,91300
C (all),60.0,7879,Pave,,AllPub,4,5,0.0,TA,TA,TA,No,720,TA,N,720,0,720,0,1,2,1,TA,4,0,,0,0,,0,523,0,,GdWo,,34900
RL,,12692,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,3200,Ex,Y,3228,0,3228,1,3,4,1,Gd,10,1,Gd,2,546,TA,264,75,0,,,,430000
RL,60.0,9120,Pave,Pave,AllPub,7,6,0.0,TA,Gd,TA,No,1026,Ex,Y,1133,687,1820,1,2,4,1,TA,8,0,,1,240,TA,0,100,0,,GdPrv,,184000
RL,65.0,7800,Pave,,AllPub,5,7,89.0,TA,TA,TA,No,864,Ex,Y,899,0,899,0,1,3,1,Gd,5,0,,1,288,TA,64,0,0,,MnPrv,,130000
RL,70.0,7535,Pave,,AllPub,5,7,0.0,TA,TA,TA,No,912,Fa,Y,912,0,912,0,1,2,1,TA,5,0,,1,297,TA,12,285,0,,MnWw,Shed,120000
RM,21.0,1890,Pave,,AllPub,6,5,285.0,TA,TA,TA,No,672,TA,Y,672,546,1218,0,1,3,1,TA,7,0,,1,264,TA,144,28,0,,,,113000
FV,75.0,9803,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,866,Gd,Y,866,902,1768,0,2,3,1,Gd,7,0,,2,603,TA,0,108,0,,,,226700
RL,70.0,9170,Pave,,AllPub,5,7,0.0,TA,TA,TA,No,1214,Ex,Y,1214,0,1214,1,1,2,1,TA,6,0,,2,461,Fa,0,0,0,,GdPrv,Shed,140000
RL,100.0,15602,Pave,,AllPub,7,8,0.0,TA,TA,TA,No,1501,TA,Y,1801,0,1801,1,2,1,1,TA,6,2,TA,2,484,TA,0,54,161,,GdWo,,289000
RL,24.0,2308,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,855,TA,Y,855,467,1322,0,2,3,1,TA,6,1,Fa,2,440,TA,260,0,0,,,,147000
RM,60.0,7596,Pave,Grvl,AllPub,5,5,360.0,TA,TA,TA,No,960,Gd,Y,960,1000,1960,0,2,4,2,TA,10,0,,2,400,TA,0,0,0,,,,124500
RL,80.0,9554,Pave,,AllPub,8,5,125.0,Gd,TA,Gd,No,777,Ex,Y,1065,846,1911,0,2,3,1,Gd,8,1,TA,2,471,TA,182,81,0,,,,215000
FV,75.0,7862,Pave,,AllPub,6,5,0.0,Gd,TA,Gd,No,1218,Ex,Y,1218,0,1218,0,2,2,1,Gd,4,0,,2,676,TA,0,102,0,,,,208300
RM,60.0,9600,Pave,,AllPub,7,9,0.0,TA,Ex,TA,No,689,Ex,Y,689,689,1378,0,2,3,1,Gd,7,1,Gd,2,360,TA,0,0,0,,,,161000
RL,80.0,9600,Pave,,AllPub,5,6,132.0,TA,TA,TA,No,1041,Ex,Y,1041,0,1041,1,1,3,1,TA,6,0,,1,270,TA,224,88,0,,MnPrv,,124500
RL,75.0,14559,Pave,,AllPub,5,7,70.0,Gd,TA,TA,No,1008,Ex,Y,1363,0,1363,1,1,2,1,TA,6,2,TA,1,288,TA,324,42,168,,,Shed,164900
RL,40.0,6792,Pave,,AllPub,7,5,94.0,Gd,TA,Gd,No,1368,Ex,Y,1368,0,1368,0,2,2,1,Gd,6,1,Gd,2,474,TA,132,35,0,,,,202665
RL,70.0,9100,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,864,TA,Y,864,0,864,1,1,3,1,TA,5,0,,2,624,TA,0,0,0,,,,129900
RL,71.0,9187,Pave,,AllPub,6,5,0.0,TA,Gd,TA,No,1084,TA,Y,1080,0,1080,0,1,3,1,TA,5,0,,2,484,TA,120,0,0,,,,134000
RL,55.0,10594,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,768,Fa,N,789,0,789,0,1,2,1,TA,5,0,,1,200,Po,0,0,0,,MnPrv,,96500
RL,94.0,12220,Pave,,AllPub,10,5,305.0,Ex,TA,Ex,No,2006,Ex,Y,2020,0,2020,1,2,3,1,Ex,9,1,Gd,3,900,TA,156,54,0,,,,402861
RL,,10448,Pave,,AllPub,6,6,333.0,TA,TA,TA,No,689,TA,Y,1378,741,2119,0,2,3,1,TA,7,1,TA,2,583,TA,0,104,0,,GdPrv,,158000
RL,79.0,10208,Pave,,AllPub,7,5,921.0,Gd,TA,Gd,No,1264,Ex,Y,1277,1067,2344,0,2,3,1,Gd,7,1,TA,3,889,TA,220,0,0,,,,265000
RL,,9531,Pave,,AllPub,6,5,0.0,TA,TA,Gd,Mn,794,Ex,Y,882,914,1796,1,2,3,1,TA,7,0,,2,546,TA,0,36,0,,MnPrv,,211000
RL,53.0,10918,Pave,,AllPub,7,9,0.0,Gd,TA,Gd,No,1276,Ex,Y,1276,804,2080,0,1,3,1,Gd,9,2,Gd,1,282,TA,0,0,145,,MnPrv,,234000
RL,60.0,10800,Pave,Grvl,AllPub,4,7,0.0,TA,TA,,,0,TA,N,694,600,1294,0,2,3,2,TA,7,0,,0,0,,220,114,0,,,,106250
RL,90.0,11988,Pave,,AllPub,6,6,0.0,TA,TA,TA,No,1244,Ex,Y,1244,0,1244,0,1,3,1,TA,6,2,Gd,1,336,TA,0,40,0,,,,150000
RM,50.0,5000,Pave,,AllPub,6,7,0.0,TA,Gd,TA,No,1004,Ex,Y,1004,660,1664,0,2,3,1,TA,7,2,Gd,2,420,TA,0,24,0,,,,159000
RL,130.0,40094,Pave,,AllPub,10,5,762.0,Ex,TA,Ex,Gd,3138,Ex,Y,3138,1538,4676,1,3,3,1,Ex,11,1,Gd,3,884,TA,208,406,0,,,,184750
RL,95.0,11787,Pave,,AllPub,7,5,594.0,Gd,TA,Gd,No,1379,Ex,Y,1383,1015,2398,1,2,3,1,Gd,8,1,TA,3,834,TA,239,60,0,,,,315750
FV,62.0,7500,Pave,Pave,AllPub,7,5,0.0,Gd,TA,Gd,No,1257,Ex,Y,1266,0,1266,0,2,3,1,Gd,6,1,TA,2,453,TA,38,144,0,,,,176000
RL,70.0,13300,Pave,,AllPub,5,7,0.0,TA,TA,Gd,No,928,TA,Y,928,0,928,0,1,2,1,TA,4,0,,1,252,TA,261,0,0,,,,132000
RL,67.0,14948,Pave,,AllPub,9,5,268.0,Ex,TA,Ex,Av,1452,Ex,Y,1476,1237,2713,1,2,3,1,Ex,11,1,Gd,3,858,TA,126,66,0,,,,446261
RL,58.0,9098,Pave,,AllPub,4,7,0.0,TA,TA,TA,Mn,528,Ex,Y,605,0,605,1,1,2,1,TA,5,0,,0,0,,0,0,0,,,,86000
RL,,32668,Pave,,AllPub,6,3,,Gd,TA,TA,No,2035,TA,Y,2515,0,2515,1,3,4,2,TA,9,2,TA,2,484,TA,0,0,0,,,,200624
RL,85.0,10200,Pave,,AllPub,6,5,219.0,Gd,TA,Gd,Av,1461,Ex,Y,1509,0,1509,1,2,3,1,Gd,5,1,Fa,2,600,TA,224,0,0,,,,175000
RM,60.0,6155,Pave,,AllPub,6,8,0.0,TA,TA,Fa,Mn,611,Ex,Y,751,611,1362,0,2,3,1,TA,6,0,,2,502,TA,0,0,0,,,,128000
RL,60.0,7200,Pave,,AllPub,5,7,0.0,TA,TA,,,0,Ex,Y,827,0,827,0,1,2,1,TA,5,1,Po,1,392,TA,0,0,0,,,,107500
RL,50.0,5000,Pave,,AllPub,1,3,0.0,Fa,Fa,,,0,Fa,N,334,0,334,0,1,1,1,Fa,2,0,,0,0,,0,0,0,,,,39300
RL,74.0,9056,Pave,,AllPub,8,5,0.0,Gd,TA,Ex,Av,707,Ex,Y,707,707,1414,0,2,3,1,Gd,6,1,Gd,2,403,TA,100,35,0,,,,178000
RL,70.0,7000,Pave,,AllPub,5,7,0.0,TA,TA,Gd,Gd,1117,TA,Y,820,527,1347,1,1,3,1,TA,5,0,,0,0,,85,0,0,,,,107500
RL,57.0,8924,Pave,,AllPub,7,5,0.0,TA,TA,Gd,Av,880,Ex,Y,880,844,1724,0,2,3,1,Gd,8,0,,2,527,TA,120,155,0,,,,188000
RL,,12735,Pave,,AllPub,4,5,0.0,TA,TA,TA,No,864,TA,Y,864,0,864,0,1,3,1,TA,5,0,,2,576,TA,216,0,0,,MnWw,,111250
RL,,11553,Pave,,AllPub,5,5,188.0,TA,TA,TA,No,1051,TA,Y,1159,0,1159,0,1,3,1,TA,7,1,Fa,1,336,TA,466,0,0,,,,158000
RL,,11423,Pave,,AllPub,8,5,479.0,Gd,TA,Gd,Av,1581,Ex,Y,1601,0,1601,1,2,3,1,Gd,6,1,TA,2,670,TA,180,0,0,,MnPrv,Shed,272000
RL,85.0,14601,Pave,,AllPub,9,5,584.0,Ex,TA,Ex,Av,1838,Ex,Y,1838,0,1838,1,2,2,1,Ex,8,1,Gd,3,765,TA,270,68,0,,,,315000
RL,,11000,Pave,,AllPub,8,5,72.0,Gd,TA,Gd,No,969,Ex,Y,997,1288,2285,0,2,4,1,Gd,8,1,TA,3,648,TA,0,56,0,,,,248000
RL,78.0,10140,Pave,,AllPub,7,5,0.0,Gd,TA,Ex,No,1650,Ex,Y,1680,0,1680,1,2,3,1,Gd,7,1,TA,2,583,TA,78,73,0,,,,213250
RH,34.0,4058,Pave,,AllPub,7,5,182.0,TA,TA,Gd,Av,723,Ex,Y,767,0,767,1,1,1,1,TA,4,0,,1,367,TA,120,40,0,,,,133000
RL,58.0,17104,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Av,654,Ex,Y,664,832,1496,1,2,3,1,Gd,7,1,Gd,2,426,TA,100,24,0,,,,179665
RL,,13837,Pave,,AllPub,7,5,178.0,Gd,Gd,Gd,No,1204,Gd,Y,1377,806,2183,0,2,4,1,Gd,9,0,,3,786,TA,0,0,0,,,,229000
RL,70.0,8737,Pave,,AllPub,6,7,0.0,TA,TA,Gd,No,1065,Ex,Y,915,720,1635,0,1,3,1,TA,6,1,Gd,2,440,TA,0,38,0,,,,210000
RL,54.0,7244,Pave,,AllPub,5,7,0.0,TA,Gd,Gd,Av,768,Ex,Y,768,0,768,1,1,2,1,TA,5,0,,2,624,TA,104,0,0,,,,129500
RM,49.0,8235,Pave,,AllPub,5,7,0.0,TA,Gd,TA,No,825,TA,Y,825,0,825,1,1,2,1,TA,4,0,,2,720,TA,140,50,0,,MnPrv,,125000
FV,75.0,9375,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,912,Ex,Y,912,1182,2094,0,2,4,1,Gd,8,1,Gd,2,615,TA,182,182,0,,,,263000
RL,53.0,4043,Pave,,AllPub,6,6,0.0,TA,TA,Gd,No,1069,TA,Y,1069,0,1069,0,2,2,1,TA,4,0,,2,440,TA,0,55,200,,,,140000
RM,50.0,6000,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,928,Gd,Y,928,0,928,0,1,3,1,TA,5,0,,1,288,TA,0,0,0,,,,112500
RL,87.0,11146,Pave,,AllPub,8,5,250.0,Gd,TA,Ex,Av,1709,Ex,Y,1717,0,1717,0,2,3,1,Gd,7,1,Gd,3,908,TA,169,39,0,,,,255500
RL,67.0,8777,Pave,,AllPub,4,5,0.0,TA,TA,,,0,Ex,Y,1126,0,1126,0,2,2,1,Gd,5,0,,2,520,TA,0,96,0,,MnPrv,,108000
RL,85.0,10625,Pave,,AllPub,7,5,292.0,Gd,TA,Gd,No,998,Ex,Y,1006,1040,2046,1,2,3,1,Gd,8,1,Gd,3,871,TA,320,62,0,,,,284000
RM,58.0,6380,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,993,TA,Y,1048,0,1048,0,1,2,1,TA,5,1,Gd,1,280,TA,0,0,0,,,,113000
RL,69.0,14850,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,1092,TA,Y,1092,0,1092,1,1,2,1,TA,6,1,TA,1,299,TA,268,0,122,,MnWw,,141000
C (all),60.0,11040,Pave,,AllPub,4,6,0.0,TA,TA,TA,No,637,Gd,Y,897,439,1336,0,1,3,1,TA,7,0,,1,570,TA,0,47,0,,,,108000
RL,57.0,21872,Pave,,AllPub,7,5,0.0,TA,TA,Gd,Gd,729,Ex,Y,729,717,1446,0,2,3,1,TA,6,1,TA,2,406,TA,264,22,0,,,,175000
RL,,3196,Pave,,AllPub,7,5,18.0,Gd,TA,Gd,Gd,1374,Ex,Y,1557,0,1557,0,2,2,1,Gd,7,1,TA,2,420,TA,143,20,0,,,,234000
RL,,11341,Pave,,AllPub,5,6,180.0,TA,TA,Gd,No,1392,TA,Y,1392,0,1392,1,1,3,1,TA,5,1,Gd,2,528,TA,0,0,95,,,,121500
RL,77.0,10010,Pave,,AllPub,5,5,0.0,TA,TA,Gd,Av,1389,Gd,Y,1389,0,1389,1,1,2,1,TA,6,1,TA,2,418,TA,240,38,0,,,,170000
RL,63.0,13907,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,996,Ex,Y,996,0,996,1,1,3,1,TA,6,1,Gd,0,0,,144,0,0,,,,108000
RL,66.0,21780,Pave,,AllPub,6,7,0.0,TA,TA,Gd,Mn,1163,Ex,Y,1163,511,1674,0,2,4,1,TA,8,1,Gd,2,396,TA,72,36,144,,,,185000
RL,,13346,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,1095,Ex,Y,1166,1129,2295,1,2,4,1,Gd,9,1,TA,2,590,TA,0,40,0,,,,268000
RL,66.0,6858,Pave,,AllPub,6,4,0.0,TA,TA,Gd,No,806,TA,N,841,806,1647,1,1,4,1,Fa,6,0,,1,216,TA,0,66,0,,,,128000
RL,77.0,11198,Pave,,AllPub,9,5,245.0,Gd,TA,Gd,No,1122,Ex,Y,1134,1370,2504,0,2,4,1,Ex,11,1,Gd,3,656,TA,144,39,0,,,,325000
RL,70.0,10171,Pave,,AllPub,7,5,168.0,Gd,TA,Gd,No,1517,Ex,Y,1535,0,1535,0,2,3,1,Gd,7,0,,2,532,TA,0,0,0,,,,214000
RL,79.0,12327,Pave,,AllPub,8,8,0.0,Gd,TA,Gd,Gd,1496,Ex,Y,1496,636,2132,1,1,1,1,Gd,5,1,Gd,2,612,Gd,349,40,0,,,,316600
RL,,7032,Pave,,AllPub,5,5,0.0,TA,TA,Gd,Gd,943,TA,Y,943,0,943,1,1,2,1,TA,4,2,TA,2,600,TA,42,0,0,,,,135960
RL,74.0,13101,Pave,,AllPub,5,5,108.0,TA,TA,TA,No,1728,TA,Y,1728,0,1728,0,2,6,2,TA,10,0,,2,576,TA,0,0,0,,,,142600
RL,60.0,7332,Pave,,AllPub,6,6,207.0,TA,TA,TA,No,864,Ex,Y,864,0,864,1,1,2,1,Gd,4,0,,1,288,TA,168,0,0,,,,120000
RL,83.0,13159,Pave,,AllPub,7,5,0.0,TA,TA,Ex,Av,846,Gd,Y,846,846,1692,0,2,3,1,Gd,6,0,,2,650,TA,208,114,0,,,,224500
RL,76.0,9967,Pave,,AllPub,7,5,0.0,TA,TA,Gd,No,384,Ex,Y,774,656,1430,0,2,3,1,TA,8,1,TA,2,400,TA,100,0,0,,,,170000
RL,70.0,10500,Pave,,AllPub,5,7,82.0,TA,TA,TA,Av,372,TA,Y,576,533,1109,0,1,3,1,TA,5,0,,1,288,TA,35,0,0,,GdWo,,139000
RL,80.0,8480,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,832,TA,Y,832,384,1216,0,1,2,1,TA,6,0,,1,336,TA,158,0,0,,,,118500
